,gpuName,G3Dmark,G2Dmark,price,gpuValue,TDP,powerPerformance,testDate,Desktop,"Desktop, Mobile",Mobile,"Mobile, Workstation",Unknown,Workstation
249,FirePro S10000,5315,493,236.1713,21.551800000000007,100.9,41.61690000000001,2015,0,0,0,0,1,0
250,GeForce GTX 670,5304,523,193.98,27.34,170.0,31.2,2012,1,0,0,0,0,0
251,Radeon HD 7970 / R9 280X,5248,730,246.99,21.25,250.0,20.99,2012,1,0,0,0,0,0
252,Radeon HD 8990,5214,658,345.7232,16.537199999999995,375.0,13.9,2013,1,0,0,0,0,0
253,GeForce GTX 760 Ti,5206,555,297.5,17.5,170.0,30.62,2014,1,0,0,0,0,0
254,Radeon Ryzen 7 4800H,5178,498,462.5821999999996,10.629100000000005,108.85,51.533200000000036,2021,0,0,0,0,1,0
255,FirePro W7100,5175,667,389.3,13.29,150.0,34.5,2015,0,0,0,0,0,1
256,Q12U-1,5164,600,252.2023,19.159499999999998,121.38,40.589500000000015,2016,0,0,0,0,1,0
257,Radeon R9 M295X,5150,832,1449.0,3.55,125.0,41.2,2014,0,0,1,0,0,0
258,Radeon Pro Vega 20,5117,544,463.9329999999998,10.312800000000006,97.87,55.46060000000002,2018,0,0,0,0,1,0
259,GeForce GTX 1050,5090,475,203.1,25.06,75.0,67.86,2016,1,0,0,0,0,0
260,GeForce MX550,5090,424,407.82389999999975,13.521399999999995,84.08,59.65110000000001,2022,0,0,0,0,1,0
261,FirePro S9000,5059,561,279.2908000000001,16.79699999999999,114.26,38.765499999999975,2015,0,0,0,0,1,0
262,Ryzen 9 5900HS with Radeon Graphics,5049,576,355.23750000000024,15.431199999999997,112.89,50.64070000000005,2021,0,0,0,0,1,0
263,T550 Laptop GPU,5000,355,595.1796999999995,9.147900000000012,67.79,79.25469999999997,2022,0,0,0,0,1,0
264,Radeon R9 M395,4991,725,325.127,15.523600000000004,125.0,39.93,2015,0,0,1,0,0,0
265,EIZO Quadro MED-XN51LP,4955,812,525.8934999999997,9.869200000000008,104.02,57.661100000000005,2018,0,0,0,0,1,0
266,Barco MXRT 7600,4944,442,602.59,8.2,75.05,70.5641,2018,0,0,0,0,1,0
267,Radeon R9 270X,4923,607,326.5,15.08,180.0,27.35,2013,1,0,0,0,0,0
268,FirePro S9050,4901,369,498.35239999999953,9.87820000000001,60.94,79.17769999999997,2020,0,0,0,0,1,0
269,GRID RTX6000P-6Q,4777,192,634.0144999999995,8.38330000000001,55.9,82.98499999999996,2021,0,0,0,0,1,0
270,GeForce GTX 760,4775,523,149.0,32.05,170.0,28.09,2013,1,0,0,0,0,0
271,Radeon R9 M395X,4775,762,270.0844000000001,17.136300000000002,125.0,38.2,2015,0,0,1,0,0,0
272,Radeon HD 7950 / R9 280,4765,691,259.98,18.33,200.0,23.82,2012,1,0,0,0,0,0
273,Radeon Sky 500,4736,551,509.4616999999996,9.292700000000007,98.01,54.73110000000003,2019,0,0,0,0,1,0
274,GRID P40-24Q,4728,653,330.07170000000025,15.507199999999996,99.93,54.58580000000002,2018,0,0,0,0,1,0
275,Radeon R9 370,4722,781,159.99,29.51,150.0,31.48,2016,1,0,0,0,0,0
276,Radeon Pro Vega 16,4683,672,440.7551999999999,10.765000000000004,89.77,59.033899999999996,2019,0,0,0,0,1,0
277,Radeon HD 7870,4661,587,176.0,26.49,175.0,26.64,2012,1,0,0,0,0,0
278,Quadro P2000 with Max-Q Design,4597,533,508.2295999999999,9.043600000000005,91.62,58.798900000000025,2018,0,0,0,0,1,0
279,B8DKMDAP,4557,534,507.49149999999986,8.988000000000005,91.62,58.798900000000025,2018,0,0,0,0,1,0
280,GeForce GTX 580,4538,456,139.92,32.43,244.0,18.6,2012,1,0,0,0,0,0
281,Radeon Pro 465,4538,562,490.14069999999987,9.017700000000001,97.06,52.78430000000003,2019,0,0,0,0,1,0
282,Radeon R7 370,4479,595,240.9516000000001,18.333300000000012,150.0,29.86,2016,1,0,0,0,0,0
283,Radeon HD 7870 XT,4470,661,287.31500000000005,16.9674,185.0,24.16,2013,1,0,0,0,0,0
284,Quadro P1000,4466,659,213.2,20.95,47.0,95.02,2017,0,0,0,0,0,1
285,GeForce GTX 1050 (Mobile),4462,292,1306.7174000000007,3.334500000000003,56.35,77.04569999999997,2019,0,0,1,0,0,0
286,GRID M60-1B,4457,483,222.3273,18.619400000000013,85.53,49.53869999999998,2016,0,0,0,0,0,1
287,P104-100,4450,114,299.99,14.83,53.94,76.02889999999996,2020,0,0,0,0,1,0
288,Citrix Indirect Display Adapter,4447,700,360.52560000000017,14.783900000000006,101.46,55.32810000000002,2018,0,0,0,0,1,0
289,GRID P6-4Q,4429,586,300.2775000000003,15.2512,92.5,56.16030000000001,2018,0,0,0,0,1,0
290,GeForce GTX 660 Ti,4367,449,144.0,30.33,150.0,29.11,2012,1,0,0,0,0,0
291,Quadro M2200,4342,385,249.99,17.37,55.0,78.95,2017,0,0,0,1,0,0
292,FirePro W7000 Adapter,4340,692,272.16490000000005,16.181700000000006,147.87,28.673500000000022,2013,0,0,0,0,1,0
293,GRID GTX P40-6,4340,277,910.0305000000006,6.697100000000003,62.4,75.88449999999997,2020,0,0,0,0,1,0
294,Quadro K4200,4337,502,249.0,17.42,105.0,41.31,2014,0,0,0,0,0,1
295,Barco MXRT 7500,4319,762,299.0,14.45,116.76,39.201199999999965,2015,0,0,0,0,1,0
296,GRID M60-2Q,4316,339,260.21350000000024,16.537899999999993,57.45,76.83319999999996,2017,0,0,0,0,1,0
297,Radeon R9 270,4306,567,315.8302000000004,14.659600000000001,86.46,56.44210000000002,2018,0,0,0,0,1,0
298,GRID P40-2Q,4288,633,280.2183000000003,16.023200000000017,88.72,58.44939999999999,2018,0,0,0,0,1,0
299,GRID T4-8Q,4284,89,525.2192999999997,8.476399999999998,54.82,80.23599999999998,2020,0,0,0,0,1,0
300,GRID RTX6000P-4Q,4283,76,525.1192999999997,8.476399999999998,54.82,80.23599999999998,2020,0,0,0,0,1,0
301,FirePro W7000,4276,551,278.05,15.38,150.0,28.51,2012,0,0,0,0,0,1
302,GeForce GTX 680MX,4271,730,284.83500000000015,16.22930000000002,122.0,35.01,2013,0,0,1,0,0,0
303,Radeon R9 270 / R7 370,4260,645,213.16,19.98,150.0,28.4,2013,1,0,0,0,0,0
304,GRID M60-1Q,4251,211,630.2410999999998,7.6072000000000095,53.75,78.37489999999997,2017,0,0,0,0,1,0
305,GeForce GTX 775M,4208,696,266.4253000000001,16.24010000000002,153.14,28.68540000000002,2013,0,0,0,0,1,0
306,FirePro S7000,4166,615,246.54,16.9,150.0,27.77,2014,0,0,0,0,0,1
307,GRID V100D-8Q,4156,518,814.8387000000001,7.355900000000006,79.1,61.5,2019,0,0,0,0,1,0
308,FirePro W8000,4138,570,573.0,7.22,189.0,21.89,2013,0,0,0,0,0,1
309,Radeon RX 460,4114,570,166.81,24.66,75.0,54.86,2016,1,0,0,0,0,0
310,GeForce GTX 480,4110,447,169.99,24.18,250.0,16.44,2012,1,0,0,0,0,0
311,Radeon HD 7800-serie,4029,708,289.98430000000025,15.21570000000002,146.54,31.82129999999998,2014,0,0,0,0,1,0
312,Radeon RX 5500M,4010,414,484.80679999999984,8.291899999999998,85.0,47.17,2020,0,0,1,0,0,0
313,GeForce GTX 660,4004,476,167.95,23.84,140.0,28.6,2012,1,0,0,0,0,0
314,GRID RTX8000-4Q,3961,81,583.2427999999998,7.695300000000007,56.88,72.08739999999997,2020,0,0,0,0,1,0
315,Quadro M2000,3942,565,264.24,14.92,75.0,52.56,2016,0,0,0,0,0,1
316,GRID P6-2Q,3926,337,491.6647999999998,8.300799999999994,58.9,66.77809999999998,2018,0,0,0,0,1,0
317,GeForce GTX 750 Ti,3919,498,88.11,44.48,60.0,65.32,2014,1,0,0,0,0,0
318,GeForce GTX 570,3902,466,149.99,26.02,219.0,17.82,2012,1,0,0,0,0,0
319,Quadro K5000,3901,435,249.0,15.67,122.0,31.98,2012,0,0,0,0,0,1
320,T400 4GB,3887,696,396.66439999999994,12.613800000000001,96.48,49.74810000000004,2022,0,0,0,0,1,0
321,GRID M60-8Q,3884,618,324.0130000000004,14.106200000000008,88.27,53.736100000000015,2017,0,0,0,0,1,0
322,Quadro K2200M,3877,432,124.95,31.02,73.25,64.49039999999998,2015,0,0,0,0,1,0
323,GeForce GTX 880M,3876,347,290.59360000000027,14.666900000000012,130.0,29.81,2014,0,0,1,0,0,0
324,Radeon HD 8970M,3876,807,139.99,27.69,100.0,38.76,2014,0,0,1,0,0,0
325,GRID RTX8000P-2Q,3843,84,600.5630999999997,7.752800000000004,57.73,71.23399999999997,2020,0,0,0,0,1,0
326,GRID P100-8Q,3841,481,517.8156,8.082699999999994,87.9,53.44000000000002,2020,0,0,0,0,1,0
327,GRID M60-4Q,3831,278,1016.9001000000004,5.760099999999999,68.17,54.66710000000002,2016,0,0,0,0,0,1
328,Radeon HD 7850,3826,550,169.99,22.51,130.0,29.43,2012,1,0,0,0,0,0
329,GeForce GTX 965M,3824,338,218.42350000000005,16.334200000000006,60.0,63.73,2015,0,0,1,0,0,0
330,GeForce GTX 1050 with Max-Q Design,3785,297,1256.7979000000007,3.032999999999999,59.97,65.90859999999999,2018,0,0,1,0,0,0
331,Radeon HD 7970M,3774,541,250.78660000000022,15.694700000000019,75.0,50.32,2012,0,0,1,0,0,0
332,Radeon Pro WX 4100,3766,690,499.99,7.53,50.0,75.32,2017,1,0,0,0,0,0
333,GeForce GTX 780M,3755,386,499.0,7.52,122.0,30.78,2013,0,0,1,0,0,0
334,GeForce MX450,3743,295,1308.990900000001,3.1793,63.17,64.24409999999996,2020,0,0,0,0,1,0
335,Radeon Pro 560X,3678,711,438.28600000000006,8.801199999999998,88.3,56.49400000000002,2018,0,0,0,0,1,0
336,Quadro P620,3640,575,236.49,15.39,40.0,91.0,2018,0,0,0,0,0,1
337,T400,3627,561,156.99,23.1,91.29,51.364400000000025,2021,0,0,0,0,1,0
338,T500,3597,293,1334.4433000000008,3.1989000000000005,65.77,55.414199999999994,2021,0,0,0,0,1,0
339,Radeon RX 560,3594,506,225.91,15.91,80.0,44.92,2017,1,0,0,0,0,0
340,GRID RTX8000-2Q,3574,86,602.1271999999996,7.299000000000002,60.43,61.48329999999997,2021,0,0,0,0,1,0
341,GeForce GTX 680M KY_Bullet Edition,3569,581,295.9747000000004,13.56260000000001,68.52,55.25030000000003,2017,0,0,0,0,1,0
342,GRID M6-8Q,3568,556,305.7588000000003,13.31190000000001,79.88,50.08540000000004,2017,0,0,0,0,1,0
343,Radeon RX 5300M,3562,366,623.8076999999997,7.0836000000000015,85.0,41.91,2020,0,0,1,0,0,0
344,Quadro K2200,3541,534,268.3,13.2,68.0,52.07,2014,0,0,0,0,0,1
345,Quadro M2000M,3539,342,213.16,16.6,55.0,64.35,2015,0,0,0,1,0,0
346,Tesla C2050,3515,493,269.99,13.02,171.86,19.58480000000001,2010,0,0,0,0,1,0
347,Quadro 7000,3505,397,477.62090000000006,7.558899999999999,204.0,17.18,2011,0,0,0,0,0,1
348,Tesla M10,3490,522,2695.0,1.3,76.82,52.77819999999999,2019,0,0,0,0,1,0
349,Radeon Pro 560,3475,724,693.0980000000001,6.908100000000004,164.04,41.785700000000034,2017,0,0,0,0,1,0
350,Radeon Pro 460,3453,679,735.3739999999999,6.994100000000004,151.35,41.77600000000004,2017,0,0,0,0,1,0
351,Tesla C2050 / C2070,3428,568,394.10220000000004,11.488500000000005,238.0,14.4,2013,0,0,0,0,0,1
352,GeForce GTX 960M,3419,245,1169.0,2.92,65.0,52.59,2015,0,0,1,0,0,0
353,Radeon R9 M470X,3400,552,315.69040000000035,12.377100000000011,75.0,45.34,2016,0,0,1,0,0,0
354,GeForce GTX 750,3399,480,219.99,15.45,55.0,61.8,2014,1,0,0,0,0,0
355,GRID K520,3399,174,149.99,22.66,105.74,31.739199999999986,2013,0,0,0,0,0,1
356,GeForce GTX 870M,3380,293,1150.0821000000008,3.0727999999999964,110.0,30.73,2014,0,0,1,0,0,0
357,Radeon R9 M290X,3375,453,393.2354999999999,11.215200000000008,100.0,33.75,2014,0,0,1,0,0,0
358,Radeon HD8970M,3369,663,464.0531000000002,7.520200000000001,186.24,26.322000000000013,2014,0,0,0,0,1,0
359,Radeon E8870PCIe,3368,708,666.9602999999998,6.667100000000002,151.02,41.67560000000004,2017,0,0,0,0,1,0
360,GRID P40-2B,3354,633,724.2674999999998,6.690700000000005,139.17,43.27200000000003,2018,0,0,0,0,1,0
361,GRID M10-1Q,3351,556,557.0184999999997,6.9428000000000045,79.74,49.987800000000014,2017,0,0,0,0,1,0
362,Quadro M1200,3342,311,2146.875799999998,2.7346000000000004,45.0,74.27,2017,0,0,0,1,0,0
363,GeForce GTX 650 Ti BOOST,3330,452,339.43930000000023,11.865700000000015,134.0,24.85,2013,1,0,0,0,0,0
364,Quadro P600,3324,482,325.99,10.2,40.0,83.11,2017,0,0,0,0,0,1
365,Radeon RX Vega M GL,3315,506,673.1302999999998,6.562400000000004,72.7,49.733200000000004,2018,0,0,0,0,1,0
366,GeForce GTX 590,3307,470,435.0,7.6,365.0,9.06,2011,1,0,0,0,0,0
367,Quadro K5100M,3266,418,1108.84,2.95,100.0,32.66,2014,0,0,0,0,0,1
368,GeForce 770M,3246,500,176.99,18.34,82.1,42.777300000000025,2016,0,0,0,0,1,0
369,GRID M10-4Q,3224,486,597.9060999999999,6.807300000000002,72.95,48.147200000000026,2018,0,0,0,0,1,0
370,Radeon R9 M485X,3204,492,350.9143000000004,11.319800000000011,69.77,51.34600000000004,2017,0,0,0,0,1,0
371,GRID T4-4Q,3182,83,802.6110000000001,6.034799999999999,60.58,55.0154,2021,0,0,0,0,1,0
372,Radeon RX 560X,3181,487,596.9078999999999,6.045099999999999,75.0,42.42,2018,1,0,0,0,0,0
373,RadeonT RX 5500M,3166,336,904.4828000000001,5.3953999999999995,63.14,52.4039,2019,0,0,0,0,1,0
374,FirePro V7000,3162,668,370.4464000000002,11.703300000000008,209.03,18.49590000000002,2013,0,0,0,0,1,0
375,FirePro W7170M,3162,418,485.0327999999995,6.718199999999996,76.85,44.287500000000016,2016,0,0,0,0,1,0
376,GeForce GTX 470,3147,381,59.99,52.45,215.0,14.64,2012,1,0,0,0,0,0
377,Radeon R7 260X,3147,506,139.99,22.48,115.0,27.37,2013,1,0,0,0,0,0
378,Radeon Pro 555,3141,659,1049.0,2.99,156.51,39.571300000000036,2017,0,0,0,0,1,0
379,Radeon Ryzen 9 5900HX,3126,792,736.0292999999999,6.250800000000002,141.0,40.33600000000004,2021,0,0,0,0,1,0
380,Tesla C2075,3118,589,646.0,4.83,190.99,16.1068,2012,0,0,0,0,1,0
381,Radeon Pro 455,3113,705,449.0,6.93,92.23,49.792100000000026,2018,0,0,0,0,1,0
382,Tesla C2070,3101,494,604.0,5.13,247.0,12.56,2011,0,0,0,0,0,1
383,Intel G35 Express,3090,384,1836.0622,3.1615999999999986,200.36,14.950400000000004,2010,0,0,0,0,1,0
384,Radeon HD 7790,3090,459,139.99,22.07,85.0,36.36,2013,1,0,0,0,0,0
385,GeForce GTX 680M,3077,348,135.99,22.62,100.0,30.77,2012,0,0,1,0,0,0
386,FirePro W5000,3056,587,184.0,16.61,75.0,40.74,2012,0,0,0,0,0,1
387,GeForce GTX 560 Ti,3056,416,129.99,23.51,170.0,17.98,2012,1,0,0,0,0,0
388,GeForce GTX 860M,3045,226,114.0,26.71,45.0,67.67,2014,0,0,1,0,0,0
389,EIZO MED-X5000,3038,405,593.5111999999997,5.623399999999999,73.85,47.314500000000024,2022,0,0,0,0,1,0
390,Radeon R7 360,3034,495,145.99,20.78,100.0,30.34,2015,1,0,0,0,0,0
391,Radeon R9 360,3032,460,133.89,22.64,85.0,35.67,2015,1,0,0,0,0,0
392,GRID T4-2Q,3031,79,759.4655000000001,5.532099999999999,62.19,54.550599999999996,2021,0,0,0,0,1,0
393,Radeon R9 M390X,3021,507,170.66519999999988,21.033599999999993,100.0,30.21,2016,0,0,1,0,0,0
394,Radeon R9 260,3018,643,241.72160000000014,14.186200000000001,85.94,43.36890000000004,2016,0,0,0,0,1,0
395,Radeon HD 6990,3013,630,498.49,6.04,375.0,8.04,2011,1,0,0,0,0,0
396,Quadro M1000M,2987,335,85.99,34.74,40.0,74.68,2015,0,0,0,1,0,0
397,Ryzen 9 5900HX with Radeon Graphics,2968,799,459.9545999999999,6.833999999999998,120.78,42.837000000000025,2021,0,0,0,0,1,0
398,FirePro W5100,2957,541,125.99,23.47,75.0,39.43,2014,0,0,0,0,0,1
399,GRID K260Q,2949,361,241.14310000000032,13.188199999999997,57.33,57.453500000000005,2015,0,0,0,0,0,1
400,Radeon R9 M380,2931,617,191.85780000000005,15.837499999999979,99.52,33.49220000000002,2015,0,0,1,0,0,0
401,Radeon R7 260,2892,559,89.99,32.13,95.0,30.44,2014,1,0,0,0,0,0
402,Ryzen 7 PRO 4700G with Radeon Graphics,2880,712,502.9082999999997,6.321999999999999,111.13,43.79850000000002,2020,0,0,0,0,1,0
403,Quadro K1200,2874,575,204.0,14.09,45.0,63.86,2015,0,0,0,0,0,1
404,FirePro W4300,2863,771,239.99,11.93,50.0,57.26,2016,0,0,0,0,0,1
405,Radeon HD 6970,2863,430,149.99,19.09,250.0,11.45,2012,1,0,0,0,0,0
406,GeForce MX350,2855,243,1141.1290000000001,3.029899999999999,61.19,53.7767,2020,0,0,0,0,1,0
407,Radeon Pro V340 MxGPU,2853,118,629.4258999999997,5.140499999999996,54.03,54.73669999999999,2018,0,0,0,0,1,0
408,Quadro M620,2845,422,289.0333000000003,10.638299999999997,30.0,94.83,2017,0,0,0,1,0,0
409,GRID K280Q,2840,371,219.44140000000013,12.862099999999996,50.87,56.77910000000001,2015,0,0,0,0,0,1
410,Ryzen 7 5800H with Radeon Graphics,2833,789,604.5123999999997,5.6426,128.69,40.876300000000036,2021,0,0,0,0,1,0
411,Custom GPU 0405,2832,489,480.617,5.9062,72.3,45.84470000000002,2022,0,0,0,0,1,0
412,FirePro 3D V9800,2812,556,2499.0,1.13,225.0,12.5,2011,0,0,0,0,0,1
413,GeForce GTX 770M,2786,327,138.0,20.19,75.0,37.14,2013,0,0,1,0,0,0
414,Intel Iris Xe,2782,338,687.9121999999998,4.5833999999999975,62.55,51.79169999999999,2020,0,0,0,0,1,0
415,Radeon Ryzen 7 5700G,2782,851,705.8121000000001,6.013200000000003,141.76,40.38320000000003,2021,0,0,0,0,1,0
416,Radeon Ryzen 7 PRO 5750GE,2771,866,720.5111000000002,5.855100000000002,146.96,39.42000000000003,2021,0,0,0,0,1,0
417,Radeon Ryzen 7 5800H,2759,748,471.2450999999999,5.9678,114.93,41.846000000000025,2021,0,0,0,0,1,0
418,Quadro K4100M,2756,352,261.29,10.55,100.0,27.56,2013,0,0,0,0,0,1
419,Radeon Ryzen 9 5900H,2755,837,670.3111999999998,5.1507,137.18,39.993100000000034,2022,0,0,0,0,1,0
420,Quadro K5000M,2754,363,508.91,5.41,100.0,27.54,2012,0,0,0,0,0,1
421,Radeon Ryzen 5 4600H,2747,565,662.7061999999996,4.403199999999998,84.03,43.46610000000001,2021,0,0,0,0,1,0
422,GRID K2,2737,319,4449.99,0.61,93.23,31.910299999999996,2013,0,0,0,0,0,1
423,FirePro V9800,2727,655,474.0,5.75,104.42,37.04350000000002,2016,0,0,0,0,1,0
424,Radeon Pro 450,2723,619,398.4042,7.3172999999999995,81.48,48.74540000000004,2017,0,0,0,0,1,0
425,Radeon RX 550,2718,484,157.74,17.23,50.0,54.35,2017,1,0,0,0,0,0
426,Ryzen 9 4900H with Radeon Graphics,2714,691,383.1263999999999,7.917399999999998,94.58,44.31070000000002,2020,0,0,0,0,1,0
427,GeForce GTX 560,2711,418,205.0,13.23,150.0,18.08,2012,1,0,0,0,0,0
428,Ryzen 7 5700G with Radeon Graphics,2709,846,590.9800999999998,6.0065000000000035,125.39,41.05760000000002,2021,0,0,0,0,1,0
429,GRID T4-1Q,2703,84,894.7003000000001,4.140299999999999,58.83,50.79210000000001,2020,0,0,0,0,1,0
430,Barco MXRT 5500,2702,510,299.0,9.04,56.83,54.63120000000003,2018,0,0,0,0,1,0
431,Quadro K4000,2700,419,270.0,10.0,80.0,33.75,2012,0,0,0,0,0,1
432,Radeon Ryzen 5 5600H,2696,689,420.26999999999975,6.2964,98.41,41.99120000000003,2021,0,0,0,0,1,0
433,Quadro 6000,2689,458,4092.38,0.66,204.0,13.18,2010,0,0,0,0,0,1
434,Radeon Ryzen 9 4900H,2685,673,431.0898999999998,6.2035,99.66,41.911300000000026,2021,0,0,0,0,1,0
435,Ryzen 7 Pro 4750G with Radeon Graphics,2682,702,472.1164999999998,5.954200000000001,100.39,42.370400000000025,2020,0,0,0,0,1,0
436,GeForce GTX 465,2681,454,195.0,13.75,200.0,13.41,2012,1,0,0,0,0,0
437,Ryzen 7 5700GE with Radeon Graphics,2675,894,760.4060000000001,6.663300000000003,155.56,39.38410000000003,2021,0,0,0,0,1,0
438,FirePro M6100 FireGL V,2656,519,380.5566000000002,7.781299999999996,71.18,49.48790000000004,2017,0,0,0,0,1,0
439,GRID M10-2Q,2654,75,705.7227999999999,4.301099999999996,57.57,50.69340000000001,2020,0,0,0,0,1,0
440,Radeon HD 6950,2650,421,139.99,18.93,200.0,13.25,2012,1,0,0,0,0,0
441,FirePro R5000,2647,625,109.99,24.06,101.18,37.365300000000026,2016,0,0,0,0,1,0
442,GRID P6-4A,2639,42,717.5561,4.301099999999996,57.62,50.69340000000001,2022,0,0,0,0,1,0
443,MONSTER GeForce GTX 675M,2637,686,326.75050000000016,9.119999999999996,171.03,20.951400000000003,2013,0,0,0,0,1,0
444,Radeon Pro WX 3100,2627,491,177.01339999999996,14.72149999999999,50.0,52.54,2017,0,0,0,0,0,1
445,Radeon Pro,2615,681,185.35,14.11,96.46,42.897200000000026,2021,0,0,0,0,1,0
446,Ryzen 7 PRO 5750GE with Radeon Graphics,2613,876,721.2287000000001,6.194400000000002,150.86,39.035900000000034,2021,0,0,0,0,1,0
447,Intel UHD 770,2611,459,350.44620000000003,8.5635,67.35,47.01660000000003,2021,0,0,0,0,1,0
448,GRID M10-8Q,2606,557,423.7865,6.026799999999998,72.85,46.553700000000035,2018,0,0,0,0,1,0
449,Radeon Ryzen 7 PRO 4750G,2604,707,351.6424999999997,8.505999999999997,101.58,43.746800000000015,2021,0,0,0,0,1,0
450,GeForce GTX 950M,2602,219,567.0,4.59,75.0,34.7,2015,0,0,1,0,0,0
451,Ryzen 5 5600GE with Radeon Graphics,2602,886,699.3786,6.741700000000004,148.56,39.666100000000036,2021,0,0,0,0,1,0
452,GRID T4-2B,2601,62,690.9461999999999,4.248699999999997,58.07,50.16040000000001,2022,0,0,0,0,1,0
453,Ryzen 5 5600G with Radeon Graphics,2595,822,471.8326999999999,6.392400000000001,108.37,42.22520000000002,2021,0,0,0,0,1,0
454,Ryzen 7 PRO 5750G with Radeon Graphics,2591,894,699.3786,6.741700000000004,148.56,39.666100000000036,2021,0,0,0,0,1,0
455,Radeon Ryzen 7 4700G,2580,732,346.6789999999999,8.827299999999996,105.01,43.52750000000001,2021,0,0,0,0,1,0
456,GeForce GTX 850M,2574,224,420.3388000000001,5.837599999999997,40.0,64.35,2014,0,0,1,0,0,0
457,Ryzen 7 PRO 4750GE with Radeon Graphics,2550,683,376.44259999999963,7.9357,91.51,45.39880000000002,2020,0,0,0,0,1,0
458,GeForce MX330,2547,234,899.4656000000001,4.020199999999998,61.28,49.769800000000004,2020,0,0,0,0,1,0
459,GeForce GT 1030,2545,449,109.99,23.13,30.0,84.82,2017,1,0,0,0,0,0
460,Radeon Ryzen 5 5600G,2545,814,436.16959999999995,6.6047,102.14,42.848700000000015,2021,0,0,0,0,1,0
461,GRID K240Q,2541,212,379.4002000000003,7.719499999999998,67.06,42.3587,2014,0,0,0,0,0,1
462,Intel UHD P630,2541,326,685.1058999999998,4.244799999999998,57.9,49.64880000000001,2018,0,0,0,0,1,0
463,Radeon HD 6850 X2,2534,373,281.45050000000015,9.933399999999995,44.67,77.52549999999998,2017,0,0,0,0,1,0
464,Ryzen 9 5980HS with Radeon Graphics,2534,830,551.4904999999995,5.818900000000001,104.47,40.26690000000003,2021,0,0,0,0,1,0
465,FireStream 9370,2528,763,316.94280000000043,9.481499999999997,225.0,11.24,2012,0,0,0,0,0,1
466,GeForce GTX 650 Ti,2527,400,93.05,27.16,110.0,22.98,2012,1,0,0,0,0,0
467,N18E-Q1,2525,547,479.8987999999998,5.672400000000001,67.88,45.079100000000025,2018,0,0,0,0,1,0
468,GeForce MX250,2515,250,1114.6878,2.6474999999999977,62.81,43.7901,2019,0,0,0,0,1,0
469,Ryzen 5 PRO 5650G with Radeon Graphics,2513,873,715.6847,5.553,145.16,37.29360000000003,2021,0,0,0,0,1,0
470,Radeon Ryzen 7 4700GE,2508,732,345.08789999999993,8.897899999999995,106.16,42.556500000000014,2021,0,0,0,0,1,0
471,Ryzen 5 PRO 5650GE with Radeon Graphics,2506,865,707.6419999999999,5.553,141.41,37.416100000000036,2021,0,0,0,0,1,0
472,Ryzen 7 4700GE with Radeon Graphics,2496,761,375.8960999999999,7.890999999999998,104.14,41.730200000000025,2020,0,0,0,0,1,0
473,GeForce GTX 950A,2483,282,638.9698000000001,4.265799999999998,61.79,45.91699999999998,2015,0,0,0,0,1,0
474,Ryzen 7 5800U with Radeon Graphics,2467,729,351.93799999999993,8.381199999999996,106.06,40.85370000000003,2021,0,0,0,0,1,0
475,Radeon Pro WX 3200,2456,478,216.99,11.32,65.0,37.78,2019,0,0,1,0,0,0
476,Ryzen 7 PRO 5850U with Radeon Graphics,2440,742,340.7442,8.833399999999996,106.79,40.06170000000003,2021,0,0,0,0,1,0
477,FirePro 3D V8800,2438,632,424.99,5.74,208.0,11.72,2010,0,0,0,0,0,1
478,Radeon Ryzen 5 PRO 4650G,2418,704,350.6438999999997,8.349399999999996,103.03,40.01870000000004,2021,0,0,0,0,1,0
479,GeForce GTX 960A,2411,631,191.00720000000004,12.847699999999996,94.32,29.809600000000035,2015,0,0,0,0,1,0
480,P106-090,2402,104,694.0104999999998,4.168999999999998,56.67,45.434300000000015,2020,0,0,0,0,1,0
481,Radeon RX Vega 11 PRD,2402,601,592.0920999999997,4.942099999999997,81.02,39.39140000000005,2019,0,0,0,0,1,0
482,Ryzen 3 4300GE with Radeon Graphics,2402,687,375.5796999999997,7.7143,91.86,42.19370000000004,2020,0,0,0,0,1,0
483,Ryzen 5 Pro 4650G with Radeon Graphics,2395,675,391.2503999999997,7.251,94.85,38.64410000000004,2020,0,0,0,0,1,0
484,Ryzen 5 5600H with Radeon Graphics,2387,730,361.7637999999999,8.215599999999997,109.71,39.737100000000034,2021,0,0,0,0,1,0
485,Ryzen 3 5300GE with Radeon Graphics,2386,840,610.5990999999997,5.898900000000003,126.32,35.61990000000003,2021,0,0,0,0,1,0
486,GeForce GTX 580M,2373,455,248.68,9.54,100.0,23.73,2011,0,0,1,0,0,0
487,Radeon RX 550X,2370,508,631.1483999999996,4.375799999999997,50.0,47.4,2019,1,0,0,0,0,0
488,Radeon Ryzen 5 PRO 5650GE,2363,814,453.51179999999994,6.3486,118.12,35.08090000000003,2021,0,0,0,0,1,0
489,GeForce GTX 485M,2360,479,457.19320000000005,5.685500000000003,100.0,23.6,2011,0,0,1,0,0,0
490,Ryzen 7 4800U with Radeon Graphics,2344,570,594.2559999999997,4.885899999999998,81.84,37.18620000000003,2020,0,0,0,0,1,0
491,Ryzen 3 PRO 5350G with Radeon Graphics,2341,830,550.4897999999996,5.793100000000003,105.87,36.51610000000003,2021,0,0,0,0,1,0
